data,stato,codice_regione,denominazione_regione,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,totale_casi,tamponi
3/31/20,ITA,2,Valle d'Aosta,45.73750,7.32015,91,26,117,435,552,34,44,20,56,628,1582
3/31/20,ITA,5,Veneto,45.43490,12.33845,1680,356,2036,5814,7850,286,431,828,477,9155,106238
3/31/20,ITA,4,Trentino Alto Adige,46.28413,11.23893,603,142,745,1786,2531,76,110,346,240,3117,18248
4/1/20,ITA,13,Abruzzo,42.35122,13.39844,342,71,413,798,1211,20,35,102,123,1436,9610
4/1/20,ITA,17,Basilicata,40.63947,15.80515,39,15,54,171,225,9,11,3,9,237,2262
4/1/20,ITA,18,Calabria,38.90598,16.59440,144,16,160,450,610,4,10,21,38,669,9983
4/1/20,ITA,15,Campania,40.83957,14.25085,478,129,607,1369,1976,105,139,107,148,2231,15728
4/1/20,ITA,8,Emilia-Romagna,44.49437,11.34172,3898,359,4257,7232,11489,536,713,1566,1732,14787,58457
4/1/20,ITA,6,Friuli Venezia Giulia,45.64944,13.76814,206,60,266,940,1206,46,92,357,122,1685,15987
4/1/20,ITA,12,Lazio,41.89277,12.48367,1131,177,1308,1450,2758,116,169,337,169,3264,35810
4/1/20,ITA,7,Liguria,44.41149,8.93270,1114,179,1293,1352,2645,137,244,555,460,3660,11334
4/1/20,ITA,3,Lombardia,45.46679,9.19035,11927,1342,13269,12496,25765,641,1565,11415,7593,44773,121449
4/1/20,ITA,11,Marche,43.61676,13.51888,984,168,1152,2304,3456,104,137,29,477,3962,12296
4/1/20,ITA,14,Molise,41.55775,14.65916,32,8,40,91,131,14,16,19,10,160,1157
4/1/20,ITA,1,Piemonte,45.07327,7.68069,3146,453,3599,4871,8470,388,494,439,886,9795,30060
4/1/20,ITA,16,Puglia,41.12560,16.86737,637,107,744,1012,1756,102,143,61,129,1946,15209
4/1/20,ITA,20,Sardegna,39.21531,9.11062,119,27,146,529,675,18,23,36,34,745,5501
4/1/20,ITA,19,Sicilia,38.11570,13.36236,496,72,568,976,1544,52,71,86,88,1718,16836
4/1/20,ITA,9,Toscana,43.76923,11.25589,1120,297,1417,3015,4432,206,259,182,253,4867,36575
4/1/20,ITA,10,Umbria,43.10676,12.38825,173,45,218,646,864,13,17,194,37,1095,9080
4/1/20,ITA,2,Valle d'Aosta,45.73750,7.32015,85,27,112,428,540,-12,3,32,59,631,1717
4/1/20,ITA,5,Veneto,45.43490,12.33845,1718,350,2068,6156,8224,374,470,902,499,9625,112746
4/1/20,ITA,4,Trentino Alto Adige,46.28413,11.23893,614,133,747,1848,2595,64,171,404,289,3288,19626
4/2/20,ITA,13,Abruzzo,42.35122,13.39844,341,75,416,835,1251,40,61,113,133,1497,10647
4/2/20,ITA,17,Basilicata,40.63947,15.80515,38,19,57,176,233,8,9,3,10,246,2427
4/2/20,ITA,18,Calabria,38.90598,16.59440,163,19,182,445,627,17,22,23,41,691,10679
4/2/20,ITA,15,Campania,40.83957,14.25085,503,120,623,1517,2140,164,225,149,167,2456,17404
4/2/20,ITA,8,Emilia-Romagna,44.49437,11.34172,3944,366,4310,7549,11859,370,546,1663,1811,15333,60507
4/2/20,ITA,6,Friuli Venezia Giulia,45.64944,13.76814,199,60,259,1035,1294,88,114,376,129,1799,17121
4/2/20,ITA,12,Lazio,41.89277,12.48367,1169,181,1350,1529,2879,121,169,369,185,3433,41575
4/2/20,ITA,7,Liguria,44.41149,8.93270,1120,172,1292,1368,2660,15,122,634,488,3782,12069
4/2/20,ITA,3,Lombardia,45.46679,9.19035,11762,1351,13113,12763,25876,111,1292,12229,7960,46065,128286
4/2/20,ITA,11,Marche,43.61676,13.51888,986,164,1150,2405,3555,99,136,40,503,4098,12943
4/2/20,ITA,14,Molise,41.55775,14.65916,30,8,38,95,133,2,5,21,11,165,1229
4/2/20,ITA,1,Piemonte,45.07327,7.68069,3341,453,3794,5005,8799,329,558,571,983,10353,32100
4/2/20,ITA,16,Puglia,41.12560,16.86737,645,118,763,1101,1864,108,131,69,144,2077,16554
4/2/20,ITA,20,Sardegna,39.21531,9.11062,117,24,141,577,718,43,49,36,40,794,5970
4/2/20,ITA,19,Sicilia,38.11570,13.36236,503,73,576,1030,1606,62,73,92,93,1791,17833
4/2/20,ITA,9,Toscana,43.76923,11.25589,1135,295,1430,3359,4789,357,406,216,268,5273,40724
4/2/20,ITA,10,Umbria,43.10676,12.38825,171,47,218,667,885,21,33,205,38,1128,9737
4/2/20,ITA,2,Valle d'Aosta,45.73750,7.32015,85,25,110,446,556,16,37,49,63,668,1934
4/2/20,ITA,5,Veneto,45.43490,12.33845,1670,345,2015,6563,8578,354,486,1001,532,10111,120320
4/2/20,ITA,4,Trentino Alto Adige,46.28413,11.23893,618,138,756,1991,2747,152,194,419,316,3482,21173
