data,stato,codice_regione,denominazione_regione,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,totale_casi,tamponi
3/18/20,ITA,4,Trentino Alto Adige,46.28413,11.23893,220,40,260,542,802,152,155,13,16,831,5031
3/19/20,ITA,13,Abruzzo,42.35122,13.39844,181,47,228,138,366,117,122,8,11,385,2409
3/19/20,ITA,17,Basilicata,40.63947,15.80515,8,5,13,24,37,10,10,0,0,37,353
3/19/20,ITA,18,Calabria,38.90598,16.59440,60,13,73,91,164,38,40,2,3,169,2342
3/19/20,ITA,15,Campania,40.83957,14.25085,213,36,249,356,605,182,192,30,17,652,3544
3/19/20,ITA,8,Emilia-Romagna,44.49437,11.34172,1900,260,2160,2346,4506,591,689,177,531,5214,18344
3/19/20,ITA,6,Friuli Venezia Giulia,45.64944,13.76814,134,29,163,359,522,106,137,41,36,599,4052
3/19/20,ITA,12,Lazio,41.89277,12.48367,426,45,471,270,741,91,99,44,38,823,11145
3/19/20,ITA,7,Liguria,44.41149,8.93270,491,112,603,280,883,139,172,85,91,1059,3348
3/19/20,ITA,3,Lombardia,45.46679,9.19035,7387,1006,8393,5545,13938,1672,2171,3778,2168,19884,52244
3/19/20,ITA,11,Marche,43.61676,13.51888,656,141,797,825,1622,146,169,0,115,1737,4512
3/19/20,ITA,14,Molise,41.55775,14.65916,19,6,25,13,38,17,18,6,2,46,426
3/19/20,ITA,1,Piemonte,45.07327,7.68069,2279,257,2536,218,2754,567,591,3,175,2932,8853
3/19/20,ITA,16,Puglia,41.12560,16.86737,173,31,204,245,449,87,95,4,25,478,4046
3/19/20,ITA,20,Sardegna,39.21531,9.11062,43,9,52,152,204,72,72,0,2,206,1334
3/19/20,ITA,19,Sicilia,38.11570,13.36236,143,36,179,142,321,54,58,15,4,340,3961
3/19/20,ITA,9,Toscana,43.76923,11.25589,501,178,679,743,1422,131,152,22,38,1482,8873
3/19/20,ITA,10,Umbria,43.10676,12.38825,69,21,90,238,328,87,87,4,2,334,1954
3/19/20,ITA,2,Valle d'Aosta,45.73750,7.32015,47,9,56,153,209,47,50,0,6,215,608
3/19/20,ITA,5,Veneto,45.43490,12.33845,771,209,980,2189,3169,216,270,200,115,3484,44658
3/19/20,ITA,4,Trentino Alto Adige,46.28413,11.23893,256,48,304,608,912,110,128,21,26,959,5771
3/20/20,ITA,13,Abruzzo,42.35122,13.39844,190,48,238,184,422,56,64,10,17,449,2695
3/20/20,ITA,17,Basilicata,40.63947,15.80515,8,5,13,39,52,15,15,0,0,52,443
3/20/20,ITA,18,Calabria,38.90598,16.59440,71,16,87,114,201,37,38,2,4,207,2690
3/20/20,ITA,15,Campania,40.83957,14.25085,130,41,171,531,702,97,97,30,17,749,3845
3/20/20,ITA,8,Emilia-Romagna,44.49437,11.34172,2083,267,2350,2739,5089,583,754,239,640,5968,20753
3/20/20,ITA,6,Friuli Venezia Giulia,45.64944,13.76814,143,32,175,380,555,33,57,63,38,656,4964
3/20/20,ITA,12,Lazio,41.89277,12.48367,537,47,584,328,912,171,185,53,43,1008,13889
3/20/20,ITA,7,Liguria,44.41149,8.93270,573,121,694,307,1001,118,162,101,119,1221,3794
3/20/20,ITA,3,Lombardia,45.46679,9.19035,7735,1050,8785,6635,15420,1482,2380,4295,2549,22264,57174
3/20/20,ITA,11,Marche,43.61676,13.51888,704,138,842,1002,1844,222,244,0,137,1981,5170
3/20/20,ITA,14,Molise,41.55775,14.65916,20,6,26,13,39,1,4,6,5,50,426
3/20/20,ITA,1,Piemonte,45.07327,7.68069,1541,280,1821,1423,3244,490,529,8,209,3461,9975
3/20/20,ITA,16,Puglia,41.12560,16.86737,191,31,222,329,551,102,103,4,26,581,4789
3/20/20,ITA,20,Sardegna,39.21531,9.11062,56,15,71,217,288,84,87,3,2,293,1912
3/20/20,ITA,19,Sicilia,38.11570,13.36236,168,42,210,169,379,58,68,25,4,408,4468
3/20/20,ITA,9,Toscana,43.76923,11.25589,601,189,790,923,1713,291,311,33,47,1793,10405
3/20/20,ITA,10,Umbria,43.10676,12.38825,75,24,99,285,384,56,61,4,7,395,2303
3/20/20,ITA,2,Valle d'Aosta,45.73750,7.32015,54,9,63,194,257,48,49,0,7,264,814
3/20/20,ITA,5,Veneto,45.43490,12.33845,843,236,1079,2598,3677,508,547,223,131,4031,49288
3/20/20,ITA,4,Trentino Alto Adige,46.28413,11.23893,297,58,355,775,1130,218,231,30,30,1190,7089
3/21/20,ITA,13,Abruzzo,42.35122,13.39844,185,44,229,265,494,72,80,13,22,529,3035
3/21/20,ITA,17,Basilicata,40.63947,15.80515,12,7,19,47,66,14,14,0,0,66,522
3/21/20,ITA,18,Calabria,38.90598,16.59440,73,16,89,136,225,24,28,5,5,235,3050
3/21/20,ITA,15,Campania,40.83957,14.25085,233,87,320,473,793,91,95,29,22,844,4448
3/21/20,ITA,8,Emilia-Romagna,44.49437,11.34172,2267,265,2532,3129,5661,572,737,329,715,6705,24620
3/21/20,ITA,6,Friuli Venezia Giulia,45.64944,13.76814,152,37,189,477,666,111,134,82,42,790,5955
3/21/20,ITA,12,Lazio,41.89277,12.48367,591,70,661,425,1086,174,182,54,50,1190,13889
3/21/20,ITA,7,Liguria,44.41149,8.93270,598,129,727,432,1159,158,215,125,152,1436,4304
3/21/20,ITA,3,Lombardia,45.46679,9.19035,8258,1093,9351,8019,17370,1950,3251,5050,3095,25515,66730
3/21/20,ITA,11,Marche,43.61676,13.51888,742,141,883,1114,1997,153,172,2,154,2153,5740
3/21/20,ITA,14,Molise,41.55775,14.65916,21,6,27,20,47,8,11,7,7,61,449
3/21/20,ITA,1,Piemonte,45.07327,7.68069,1976,301,2277,1229,3506,262,291,8,238,3752,10701
3/21/20,ITA,16,Puglia,41.12560,16.86737,209,33,242,400,642,91,94,4,29,675,5617
3/21/20,ITA,20,Sardegna,39.21531,9.11062,65,16,81,240,321,33,37,5,4,330,2297
3/21/20,ITA,19,Sicilia,38.11570,13.36236,206,48,254,204,458,79,82,26,6,490,4883
3/21/20,ITA,9,Toscana,43.76923,11.25589,664,202,866,1039,1905,192,219,35,72,2012,11909
3/21/20,ITA,10,Umbria,43.10676,12.38825,92,29,121,326,447,63,67,5,10,462,2712
3/21/20,ITA,2,Valle d'Aosta,45.73750,7.32015,62,15,77,227,304,47,49,1,8,313,884
3/21/20,ITA,5,Veneto,45.43490,12.33845,942,249,1191,3023,4214,537,586,257,146,4617,53642
3/21/20,ITA,4,Trentino Alto Adige,46.28413,11.23893,360,69,429,891,1320,190,213,35,48,1403,7835
3/22/20,ITA,13,Abruzzo,42.35122,13.39844,218,49,267,272,539,45,58,15,33,587,3375
3/22/20,ITA,17,Basilicata,40.63947,15.80515,13,10,23,58,81,15,15,0,0,81,643
3/22/20,ITA,18,Calabria,38.90598,16.59440,77,17,94,166,260,35,38,5,8,273,3666
3/22/20,ITA,15,Campania,40.83957,14.25085,243,99,342,524,866,73,92,41,29,936,4943
3/22/20,ITA,8,Emilia-Romagna,44.49437,11.34172,2429,269,2698,3692,6390,729,850,349,816,7555,28022
3/22/20,ITA,6,Friuli Venezia Giulia,45.64944,13.76814,163,47,210,528,738,72,84,89,47,874,6761
3/22/20,ITA,12,Lazio,41.89277,12.48367,671,79,750,522,1272,186,193,58,53,1383,17845
3/22/20,ITA,7,Liguria,44.41149,8.93270,736,132,868,483,1351,192,229,143,171,1665,4995
3/22/20,ITA,3,Lombardia,45.46679,9.19035,9439,1142,10581,7304,17885,515,1691,5865,3456,27206,70598
3/22/20,ITA,11,Marche,43.61676,13.51888,816,138,954,1277,2231,234,268,6,184,2421,6391
3/22/20,ITA,14,Molise,41.55775,14.65916,24,7,31,21,52,5,5,7,7,66,532
3/22/20,ITA,1,Piemonte,45.07327,7.68069,2118,308,2426,1701,4127,621,668,10,283,4420,12701
3/22/20,ITA,16,Puglia,41.12560,16.86737,252,37,289,459,748,106,111,7,31,786,6160
3/22/20,ITA,20,Sardegna,39.21531,9.11062,67,16,83,244,327,6,9,5,7,339,2402
3/22/20,ITA,19,Sicilia,38.11570,13.36236,220,55,275,321,596,138,140,26,8,630,5580
3/22/20,ITA,9,Toscana,43.76923,11.25589,706,215,921,1223,2144,239,265,42,91,2277,13264
3/22/20,ITA,10,Umbria,43.10676,12.38825,97,35,132,368,500,53,59,5,16,521,3135
3/22/20,ITA,2,Valle d'Aosta,45.73750,7.32015,63,21,84,270,354,50,51,1,9,364,950
3/22/20,ITA,5,Veneto,45.43490,12.33845,1113,255,1368,3276,4644,430,505,309,169,5122,57671
3/22/20,ITA,4,Trentino Alto Adige,46.28413,11.23893,381,78,459,1074,1533,213,229,41,58,1632,8768
3/23/20,ITA,13,Abruzzo,42.35122,13.39844,228,52,280,325,605,66,76,20,38,663,3674
3/23/20,ITA,17,Basilicata,40.63947,15.80515,15,12,27,62,89,8,9,0,1,90,696
3/23/20,ITA,18,Calabria,38.90598,16.59440,82,20,102,178,280,20,19,5,7,292,4073
3/23/20,ITA,15,Campania,40.83957,14.25085,266,110,376,553,929,63,90,48,49,1026,5813
3/23/20,ITA,8,Emilia-Romagna,44.49437,11.34172,2846,276,3122,4098,7220,830,980,423,892,8535,31200
3/23/20,ITA,6,Friuli Venezia Giulia,45.64944,13.76814,185,41,226,545,771,33,56,105,54,930,7424
3/23/20,ITA,12,Lazio,41.89277,12.48367,718,96,814,600,1414,142,157,63,63,1540,18371
3/23/20,ITA,7,Liguria,44.41149,8.93270,761,133,894,659,1553,202,259,159,212,1924,5538
3/23/20,ITA,3,Lombardia,45.46679,9.19035,9266,1183,10449,8461,18910,1025,1555,6075,3776,28761,73242
3/23/20,ITA,11,Marche,43.61676,13.51888,882,148,1030,1328,2358,127,148,8,203,2569,6782
3/23/20,ITA,14,Molise,41.55775,14.65916,25,7,32,18,50,-2,1,10,7,67,532
3/23/20,ITA,1,Piemonte,45.07327,7.68069,2194,343,2537,1992,4529,402,441,17,315,4861,13560
3/23/20,ITA,16,Puglia,41.12560,16.86737,285,45,330,532,862,114,120,7,37,906,6761
3/23/20,ITA,20,Sardegna,39.21531,9.11062,76,18,94,249,343,16,20,5,11,359,2568
3/23/20,ITA,19,Sicilia,38.11570,13.36236,250,60,310,371,681,85,91,27,13,721,6375
3/23/20,ITA,9,Toscana,43.76923,11.25589,838,238,1076,1225,2301,157,184,51,109,2461,13851
3/23/20,ITA,10,Umbria,43.10676,12.38825,106,42,148,408,556,56,56,5,16,577,3561
3/23/20,ITA,2,Valle d'Aosta,45.73750,7.32015,69,20,89,290,379,25,29,2,12,393,1098
3/23/20,ITA,5,Veneto,45.43490,12.33845,1206,281,1487,3499,4986,342,383,327,192,5505,61115
3/23/20,ITA,4,Trentino Alto Adige,46.28413,11.23893,394,79,473,1129,1602,69,115,75,70,1747,9234
3/24/20,ITA,13,Abruzzo,42.35122,13.39844,234,57,291,331,622,17,26,21,46,689,4294
3/24/20,ITA,17,Basilicata,40.63947,15.80515,14,12,26,65,91,2,2,0,1,92,744
3/24/20,ITA,18,Calabria,38.90598,16.59440,88,21,109,195,304,24,27,5,10,319,4486
3/24/20,ITA,15,Campania,40.83957,14.25085,345,181,526,466,992,63,75,53,56,1101,6297
3/24/20,ITA,8,Emilia-Romagna,44.49437,11.34172,2974,291,3265,4446,7711,491,719,558,985,9254,33527
3/24/20,ITA,6,Friuli Venezia Giulia,45.64944,13.76814,195,49,244,604,848,77,62,80,64,992,8526
3/24/20,ITA,12,Lazio,41.89277,12.48367,747,94,841,704,1545,131,188,103,80,1728,18371
3/24/20,ITA,7,Liguria,44.41149,8.93270,803,147,950,742,1692,139,192,193,231,2116,5992
3/24/20,ITA,3,Lombardia,45.46679,9.19035,9711,1194,10905,8963,19868,958,1942,6657,4178,30703,76695
3/24/20,ITA,11,Marche,43.61676,13.51888,862,149,1011,1486,2497,139,167,8,231,2736,7229
3/24/20,ITA,14,Molise,41.55775,14.65916,27,7,34,21,55,5,6,10,8,73,572
3/24/20,ITA,1,Piemonte,45.07327,7.68069,2404,360,2764,2360,5124,595,654,17,374,5515,15469
3/24/20,ITA,16,Puglia,41.12560,16.86737,317,57,374,566,940,78,99,21,44,1005,7345
3/24/20,ITA,20,Sardegna,39.21531,9.11062,80,19,99,296,395,52,62,11,15,421,2859
3/24/20,ITA,19,Sicilia,38.11570,13.36236,250,60,310,489,799,118,125,27,20,846,7170
3/24/20,ITA,9,Toscana,43.76923,11.25589,918,244,1162,1357,2519,218,238,51,129,2699,15701
3/24/20,ITA,10,Umbria,43.10676,12.38825,105,43,148,476,624,68,71,5,19,648,4108
3/24/20,ITA,2,Valle d'Aosta,45.73750,7.32015,71,20,91,288,379,0,7,2,19,400,1180
3/24/20,ITA,5,Veneto,45.43490,12.33845,1318,304,1622,3729,5351,365,443,381,216,5948,66178
3/24/20,ITA,4,Trentino Alto Adige,46.28413,11.23893,474,87,561,1113,1674,72,144,123,94,1891,10221
3/25/20,ITA,13,Abruzzo,42.35122,13.39844,248,59,307,431,738,116,124,23,52,813,4982
3/25/20,ITA,17,Basilicata,40.63947,15.80515,20,14,34,78,112,21,21,0,1,113,857
3/25/20,ITA,18,Calabria,38.90598,16.59440,93,23,116,217,333,29,32,7,11,351,5058
3/25/20,ITA,15,Campania,40.83957,14.25085,318,123,441,631,1072,80,98,53,74,1199,6972
3/25/20,ITA,8,Emilia-Romagna,44.49437,11.34172,3180,294,3474,4782,8256,545,800,721,1077,10054,38045
3/25/20,ITA,6,Friuli Venezia Giulia,45.64944,13.76814,200,52,252,659,911,63,147,158,70,1139,9494
3/25/20,ITA,12,Lazio,41.89277,12.48367,805,101,906,769,1675,130,173,131,95,1901,20669
3/25/20,ITA,7,Liguria,44.41149,8.93270,927,147,1074,752,1826,134,189,225,254,2305,6602
3/25/20,ITA,3,Lombardia,45.46679,9.19035,10026,1236,11262,9329,20591,723,1643,7281,4474,32346,81666
3/25/20,ITA,11,Marche,43.61676,13.51888,938,148,1086,1553,2639,142,198,8,287,2934,7896
3/25/20,ITA,14,Molise,41.55775,14.65916,26,7,33,20,53,-2,0,12,8,73,580
3/25/20,ITA,1,Piemonte,45.07327,7.68069,2544,381,2925,2631,5556,432,509,19,449,6024,16655
3/25/20,ITA,16,Puglia,41.12560,16.86737,349,64,413,610,1023,83,88,22,48,1093,8223
3/25/20,ITA,20,Sardegna,39.21531,9.11062,82,19,101,311,412,17,21,12,18,442,3019
3/25/20,ITA,19,Sicilia,38.11570,13.36236,259,80,339,597,936,137,148,33,25,994,8312
3/25/20,ITA,9,Toscana,43.76923,11.25589,999,251,1250,1526,2776,257,273,54,142,2972,17868
3/25/20,ITA,10,Umbria,43.10676,12.38825,123,44,167,519,686,62,62,5,19,710,4707
3/25/20,ITA,2,Valle d'Aosta,45.73750,7.32015,70,25,95,280,375,-4,1,2,24,401,1200
3/25/20,ITA,5,Veneto,45.43490,12.33845,1407,316,1723,4022,5745,394,494,439,258,6442,70877
3/25/20,ITA,4,Trentino Alto Adige,46.28413,11.23893,498,105,603,1203,1806,132,189,157,117,2080,10763
3/26/20,ITA,13,Abruzzo,42.35122,13.39844,280,64,344,516,860,122,133,23,63,946,5488
3/26/20,ITA,17,Basilicata,40.63947,15.80515,22,16,38,95,133,21,21,0,1,134,1046
3/26/20,ITA,18,Calabria,38.90598,16.59440,101,23,124,248,372,39,42,7,14,393,5933
3/26/20,ITA,15,Campania,40.83957,14.25085,448,114,562,607,1169,97,111,58,83,1310,8346
3/26/20,ITA,8,Emilia-Romagna,44.49437,11.34172,3354,301,3655,5195,8850,594,762,792,1174,10816,42395
3/26/20,ITA,6,Friuli Venezia Giulia,45.64944,13.76814,212,54,266,688,954,43,84,197,72,1223,10721
3/26/20,ITA,12,Lazio,41.89277,12.48367,878,113,991,844,1835,160,195,155,106,2096,22771
3/26/20,ITA,7,Liguria,44.41149,8.93270,998,154,1152,875,2027,201,262,260,280,2567,7304
3/26/20,ITA,3,Lombardia,45.46679,9.19035,10681,1263,11944,10245,22189,1598,2543,7839,4861,34889,87713
3/26/20,ITA,11,Marche,43.61676,13.51888,977,166,1143,1652,2795,156,180,9,310,3114,8623
3/26/20,ITA,14,Molise,41.55775,14.65916,27,8,35,46,81,28,30,14,8,103,670
3/26/20,ITA,1,Piemonte,45.07327,7.68069,2633,408,3041,2909,5950,394,510,135,449,6534,18054
3/26/20,ITA,16,Puglia,41.12560,16.86737,480,76,556,539,1095,72,89,22,65,1182,9191
3/26/20,ITA,20,Sardegna,39.21531,9.11062,92,20,112,350,462,50,52,13,19,494,3461
3/26/20,ITA,19,Sicilia,38.11570,13.36236,346,68,414,681,1095,159,170,36,33,1164,9658
3/26/20,ITA,9,Toscana,43.76923,11.25589,1037,259,1296,1677,2973,197,254,95,158,3226,20952
3/26/20,ITA,10,Umbria,43.10676,12.38825,144,46,190,580,770,84,92,12,20,802,5428
3/26/20,ITA,2,Valle d'Aosta,45.73750,7.32015,73,24,97,281,378,3,7,2,28,408,1203
3/26/20,ITA,5,Veneto,45.43490,12.33845,1447,326,1773,4367,6140,395,493,508,287,6935,79759
3/26/20,ITA,4,Trentino Alto Adige,46.28413,11.23893,523,109,632,1253,1885,79,123,184,134,2203,12344
3/27/20,ITA,13,Abruzzo,42.35122,13.39844,289,71,360,565,925,65,71,24,68,1017,6109
3/27/20,ITA,17,Basilicata,40.63947,15.80515,22,15,37,110,147,14,17,1,3,151,1254
3/27/20,ITA,18,Calabria,38.90598,16.59440,103,22,125,344,469,97,101,7,18,494,6901
3/27/20,ITA,15,Campania,40.83957,14.25085,456,113,569,723,1292,123,144,64,98,1454,9613
3/27/20,ITA,8,Emilia-Romagna,44.49437,11.34172,3461,308,3769,5592,9361,511,772,960,1267,11588,47798
3/27/20,ITA,6,Friuli Venezia Giulia,45.64944,13.76814,222,57,279,748,1027,73,94,214,76,1317,11841
3/27/20,ITA,12,Lazio,41.89277,12.48367,992,126,1118,895,2013,178,199,164,118,2295,24106
3/27/20,ITA,7,Liguria,44.41149,8.93270,1023,157,1180,880,2060,33,129,305,331,2696,7804
3/27/20,ITA,3,Lombardia,45.46679,9.19035,11137,1292,12429,11466,23895,1706,2409,8001,5402,37298,95860
3/27/20,ITA,11,Marche,43.61676,13.51888,979,162,1141,1709,2850,55,82,10,336,3196,9060
3/27/20,ITA,14,Molise,41.55775,14.65916,26,9,35,51,86,5,6,14,9,109,710
3/27/20,ITA,1,Piemonte,45.07327,7.68069,2852,431,3283,3064,6347,397,558,176,569,7092,19705
3/27/20,ITA,16,Puglia,41.12560,16.86737,530,82,612,624,1236,141,152,29,69,1334,10233
3/27/20,ITA,20,Sardegna,39.21531,9.11062,93,19,112,384,496,34,36,13,21,530,3801
3/27/20,ITA,19,Sicilia,38.11570,13.36236,425,75,500,658,1158,63,86,53,39,1250,11079
3/27/20,ITA,9,Toscana,43.76923,11.25589,1053,274,1327,1843,3170,197,224,103,177,3450,23746
3/27/20,ITA,10,Umbria,43.10676,12.38825,149,46,195,629,824,54,82,39,21,884,6137
3/27/20,ITA,2,Valle d'Aosta,45.73750,7.32015,91,24,115,298,413,35,44,2,37,452,1252
3/27/20,ITA,5,Veneto,45.43490,12.33845,1536,338,1874,4774,6648,508,562,536,313,7497,83627
3/27/20,ITA,4,Trentino Alto Adige,46.28413,11.23893,590,111,701,1296,1997,112,191,235,162,2394,13443
3/28/20,ITA,13,Abruzzo,42.35122,13.39844,311,70,381,646,1027,102,116,30,76,1133,7003
3/28/20,ITA,17,Basilicata,40.63947,15.80515,26,19,45,133,178,31,31,1,3,182,1421
3/28/20,ITA,18,Calabria,38.90598,16.59440,107,22,129,394,523,54,61,11,21,555,7760
3/28/20,ITA,15,Campania,40.83957,14.25085,463,132,595,812,1407,115,138,76,109,1592,10616
3/28/20,ITA,8,Emilia-Romagna,44.49437,11.34172,3695,316,4011,5953,9964,603,795,1075,1344,12383,52991
3/28/20,ITA,6,Friuli Venezia Giulia,45.64944,13.76814,223,59,282,838,1120,93,119,229,87,1436,12723
3/28/20,ITA,12,Lazio,41.89277,12.48367,985,133,1118,1063,2181,168,210,200,124,2505,27179
3/28/20,ITA,7,Liguria,44.41149,8.93270,1031,167,1198,888,2086,26,126,378,358,2822,8177
3/28/20,ITA,3,Lombardia,45.46679,9.19035,11152,1319,12471,12038,24509,614,2117,8962,5944,39415,102503
3/28/20,ITA,11,Marche,43.61676,13.51888,987,166,1153,1846,2999,149,177,10,364,3373,9884
3/28/20,ITA,14,Molise,41.55775,14.65916,26,9,35,63,98,12,14,16,9,123,807
3/28/20,ITA,1,Piemonte,45.07327,7.68069,3094,439,3533,3318,6851,504,579,203,617,7671,21511
3/28/20,ITA,16,Puglia,41.12560,16.86737,563,98,661,697,1358,122,124,29,71,1458,11500
3/28/20,ITA,20,Sardegna,39.21531,9.11062,95,22,117,452,569,73,94,29,26,624,4225
3/28/20,ITA,19,Sicilia,38.11570,13.36236,441,71,512,730,1242,84,109,60,57,1359,13096
3/28/20,ITA,9,Toscana,43.76923,11.25589,1093,277,1370,2141,3511,341,367,108,198,3817,25613
3/28/20,ITA,10,Umbria,43.10676,12.38825,159,44,203,695,898,74,85,43,28,969,7028
3/28/20,ITA,2,Valle d'Aosta,45.73750,7.32015,90,26,116,352,468,55,59,2,41,511,1380
3/28/20,ITA,5,Veneto,45.43490,12.33845,1559,344,1903,5010,6913,265,433,655,362,7930,89380
3/28/20,ITA,4,Trentino Alto Adige,46.28413,11.23893,576,123,699,1464,2163,166,220,267,184,2614,14729
3/29/20,ITA,13,Abruzzo,42.35122,13.39844,329,68,397,772,1169,142,160,36,88,1293,7730
3/29/20,ITA,17,Basilicata,40.63947,15.80515,32,18,50,147,197,19,20,1,4,202,1585
3/29/20,ITA,18,Calabria,38.90598,16.59440,124,19,143,434,577,54,59,12,25,614,8485
3/29/20,ITA,15,Campania,40.83957,14.25085,476,135,611,945,1556,149,167,86,117,1759,11805
3/29/20,ITA,8,Emilia-Romagna,44.49437,11.34172,3769,333,4102,6433,10535,571,736,1141,1443,13119,52991
3/29/20,ITA,6,Friuli Venezia Giulia,45.64944,13.76814,236,60,296,845,1141,21,44,241,98,1480,13397
3/29/20,ITA,12,Lazio,41.89277,12.48367,1062,133,1195,1167,2362,181,201,208,136,2706,27744
3/29/20,ITA,7,Liguria,44.41149,8.93270,1077,166,1243,1036,2279,193,254,420,377,3076,9100
3/29/20,ITA,3,Lombardia,45.46679,9.19035,11613,1328,12941,12451,25392,883,1592,9255,6360,41007,107398
3/29/20,ITA,11,Marche,43.61676,13.51888,1000,168,1168,1992,3160,161,185,12,386,3558,10431
3/29/20,ITA,14,Molise,41.55775,14.65916,25,9,34,66,100,2,4,18,9,127,918
3/29/20,ITA,1,Piemonte,45.07327,7.68069,2985,443,3428,3840,7268,417,535,254,684,8206,24058
3/29/20,ITA,16,Puglia,41.12560,16.86737,559,99,658,774,1432,74,91,31,86,1549,12361
3/29/20,ITA,20,Sardegna,39.21531,9.11062,105,23,128,454,582,13,14,29,27,638,4598
3/29/20,ITA,19,Sicilia,38.11570,13.36236,451,71,522,808,1330,88,101,65,65,1460,13814
3/29/20,ITA,9,Toscana,43.76923,11.25589,1111,275,1386,2400,3786,275,305,121,215,4122,27579
3/29/20,ITA,10,Umbria,43.10676,12.38825,166,46,212,685,897,-1,54,95,31,1023,7685
3/29/20,ITA,2,Valle d'Aosta,45.73750,7.32015,90,26,116,423,539,71,73,2,43,584,1480
3/29/20,ITA,5,Veneto,45.43490,12.33845,1586,355,1941,5310,7251,338,428,715,392,8358,94784
3/29/20,ITA,4,Trentino Alto Adige,46.28413,11.23893,590,131,721,1606,2327,164,194,288,193,2808,16087
3/30/20,ITA,13,Abruzzo,42.35122,13.39844,322,69,391,778,1169,0,52,74,102,1345,7948
3/30/20,ITA,17,Basilicata,40.63947,15.80515,36,18,54,154,208,11,12,1,5,214,1833
3/30/20,ITA,18,Calabria,38.90598,16.59440,130,18,148,454,602,25,33,14,31,647,9013
3/30/20,ITA,15,Campania,40.83957,14.25085,468,126,594,1145,1739,183,193,88,125,1952,12969
3/30/20,ITA,8,Emilia-Romagna,44.49437,11.34172,3779,351,4130,6636,10766,231,412,1227,1538,13531,50990
3/30/20,ITA,6,Friuli Venezia Giulia,45.64944,13.76814,229,60,289,820,1109,-32,21,285,107,1501,14003
3/30/20,ITA,12,Lazio,41.89277,12.48367,1079,154,1233,1264,2497,135,208,267,150,2914,32846
3/30/20,ITA,7,Liguria,44.41149,8.93270,1142,175,1317,1066,2383,104,141,437,397,3217,9677
3/30/20,ITA,3,Lombardia,45.46679,9.19035,11815,1330,13145,11861,25006,-386,1154,10337,6818,42161,111057
3/30/20,ITA,11,Marche,43.61676,13.51888,998,167,1165,2086,3251,91,126,16,417,3684,10979
3/30/20,ITA,14,Molise,41.55775,14.65916,27,8,35,72,107,7,7,18,9,134,955
3/30/20,ITA,1,Piemonte,45.07327,7.68069,2985,452,3437,4218,7655,387,506,308,749,8712,25478
3/30/20,ITA,16,Puglia,41.12560,16.86737,590,106,696,889,1585,153,163,36,91,1712,13117
3/30/20,ITA,20,Sardegna,39.21531,9.11062,113,24,137,485,622,40,44,32,28,682,4993
3/30/20,ITA,19,Sicilia,38.11570,13.36236,484,75,559,849,1408,78,95,71,76,1555,14758
3/30/20,ITA,9,Toscana,43.76923,11.25589,1116,279,1395,2655,4050,264,290,131,231,4412,30099
3/30/20,ITA,10,Umbria,43.10676,12.38825,173,47,220,614,834,-63,28,184,33,1051,8150
3/30/20,ITA,2,Valle d'Aosta,45.73750,7.32015,92,26,118,400,518,-21,0,16,50,584,1536
3/30/20,ITA,5,Veneto,45.43490,12.33845,1633,356,1989,5575,7564,313,366,747,413,8724,99941
3/30/20,ITA,4,Trentino Alto Adige,46.28413,11.23893,584,140,724,1731,2455,128,199,331,221,3007,17017
3/31/20,ITA,13,Abruzzo,42.35122,13.39844,335,73,408,783,1191,22,56,95,115,1401,8758
3/31/20,ITA,17,Basilicata,40.63947,15.80515,37,17,54,162,216,8,12,3,7,226,2043
3/31/20,ITA,18,Calabria,38.90598,16.59440,132,17,149,457,606,4,12,17,36,659,9327
3/31/20,ITA,15,Campania,40.83957,14.25085,501,133,634,1237,1871,132,140,88,133,2092,14403
3/31/20,ITA,8,Emilia-Romagna,44.49437,11.34172,3765,353,4118,6835,10953,187,543,1477,1644,14074,54532
3/31/20,ITA,6,Friuli Venezia Giulia,45.64944,13.76814,215,60,275,885,1160,51,92,320,113,1593,14899
3/31/20,ITA,12,Lazio,41.89277,12.48367,1127,173,1300,1342,2642,145,181,291,162,3095,34677
3/31/20,ITA,7,Liguria,44.41149,8.93270,1153,179,1332,1176,2508,125,199,480,428,3416,10376
3/31/20,ITA,3,Lombardia,45.46679,9.19035,11883,1324,13207,11917,25124,118,1047,10885,7199,43208,114640
3/31/20,ITA,11,Marche,43.61676,13.51888,946,169,1115,2237,3352,101,141,21,452,3825,11724
3/31/20,ITA,14,Molise,41.55775,14.65916,29,8,37,80,117,10,10,18,9,144,1049
3/31/20,ITA,1,Piemonte,45.07327,7.68069,3174,452,3626,4456,8082,427,589,365,854,9301,27658
3/31/20,ITA,16,Puglia,41.12560,16.86737,609,105,714,940,1654,69,91,39,110,1803,14073
3/31/20,ITA,20,Sardegna,39.21531,9.11062,113,28,141,516,657,35,40,34,31,722,5257
3/31/20,ITA,19,Sicilia,38.11570,13.36236,503,72,575,917,1492,84,92,74,81,1647,15634
3/31/20,ITA,9,Toscana,43.76923,11.25589,1120,293,1413,2813,4226,176,196,138,244,4608,33165
3/31/20,ITA,10,Umbria,43.10676,12.38825,176,43,219,632,851,17,27,190,37,1078,8685
