Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Province/State,Country/Region,date,Deaths,Confirmed,Recovered,Lat,Long
0.0,0.0,0.0,0.0,Anhui,Mainland China,1/22/20,0,1,0,,
1.0,1.0,1.0,1.0,Beijing,Mainland China,1/22/20,0,14,0,,
2.0,2.0,2.0,2.0,Chongqing,Mainland China,1/22/20,0,6,0,,
3.0,3.0,3.0,3.0,Fujian,Mainland China,1/22/20,0,1,0,,
4.0,4.0,4.0,4.0,Gansu,Mainland China,1/22/20,0,0,0,,
5.0,5.0,5.0,5.0,Guangdong,Mainland China,1/22/20,0,26,0,,
6.0,6.0,6.0,6.0,Guangxi,Mainland China,1/22/20,0,2,0,,
7.0,7.0,7.0,7.0,Guizhou,Mainland China,1/22/20,0,1,0,,
8.0,8.0,8.0,8.0,Hainan,Mainland China,1/22/20,0,4,0,,
9.0,9.0,9.0,9.0,Hebei,Mainland China,1/22/20,0,1,0,,
10.0,10.0,10.0,10.0,Heilongjiang,Mainland China,1/22/20,0,0,0,,
11.0,11.0,11.0,11.0,Henan,Mainland China,1/22/20,0,5,0,,
12.0,12.0,12.0,12.0,Hubei,Mainland China,1/22/20,17,444,28,,
13.0,13.0,13.0,13.0,Hunan,Mainland China,1/22/20,0,4,0,,
14.0,14.0,14.0,14.0,Inner Mongolia,Mainland China,1/22/20,0,0,0,,
15.0,15.0,15.0,15.0,Jiangsu,Mainland China,1/22/20,0,1,0,,
16.0,16.0,16.0,16.0,Jiangxi,Mainland China,1/22/20,0,2,0,,
17.0,17.0,17.0,17.0,Jilin,Mainland China,1/22/20,0,0,0,,
18.0,18.0,18.0,18.0,Liaoning,Mainland China,1/22/20,0,2,0,,
19.0,19.0,19.0,19.0,Ningxia,Mainland China,1/22/20,0,1,0,,
20.0,20.0,20.0,20.0,Qinghai,Mainland China,1/22/20,0,0,0,,
21.0,21.0,21.0,21.0,Shaanxi,Mainland China,1/22/20,0,0,0,,
22.0,22.0,22.0,22.0,Shandong,Mainland China,1/22/20,0,2,0,,
23.0,23.0,23.0,23.0,Shanghai,Mainland China,1/22/20,0,9,0,,
24.0,24.0,24.0,24.0,Shanxi,Mainland China,1/22/20,0,1,0,,
25.0,25.0,25.0,25.0,Sichuan,Mainland China,1/22/20,0,5,0,,
26.0,26.0,26.0,26.0,Tianjin,Mainland China,1/22/20,0,4,0,,
27.0,27.0,27.0,27.0,Tibet,Mainland China,1/22/20,0,0,0,,
28.0,28.0,28.0,28.0,Xinjiang,Mainland China,1/22/20,0,0,0,,
29.0,29.0,29.0,29.0,Yunnan,Mainland China,1/22/20,0,1,0,,
30.0,30.0,30.0,30.0,Zhejiang,Mainland China,1/22/20,0,10,0,,
31.0,31.0,31.0,31.0,,Thailand,1/22/20,0,2,0,,
32.0,32.0,32.0,32.0,,Japan,1/22/20,0,2,0,,
33.0,33.0,33.0,33.0,,South Korea,1/22/20,0,1,0,,
34.0,34.0,34.0,34.0,Taiwan,Taiwan,1/22/20,0,1,0,,
35.0,35.0,35.0,35.0,"King County, WA",US,1/22/20,0,1,0,,
36.0,36.0,36.0,36.0,"Cook County, IL",US,1/22/20,0,0,0,,
37.0,37.0,37.0,37.0,"Tempe, AZ",US,1/22/20,0,0,0,,
38.0,38.0,38.0,38.0,Macau,Macau,1/22/20,0,1,0,,
39.0,39.0,39.0,39.0,Hong Kong,Hong Kong,1/22/20,0,0,0,,
40.0,40.0,40.0,40.0,,Singapore,1/22/20,0,0,0,,
41.0,41.0,41.0,41.0,,Vietnam,1/22/20,0,0,0,,
42.0,42.0,42.0,42.0,,France,1/22/20,0,0,0,,
43.0,43.0,43.0,43.0,,Nepal,1/22/20,0,0,0,,
44.0,44.0,44.0,44.0,,Malaysia,1/22/20,0,0,0,,
45.0,45.0,45.0,45.0,"Toronto, ON",Canada,1/22/20,0,0,0,,
46.0,46.0,46.0,46.0,British Columbia,Canada,1/22/20,0,0,0,,
47.0,47.0,47.0,47.0,"Los Angeles, CA",US,1/22/20,0,0,0,,
48.0,48.0,48.0,48.0,New South Wales,Australia,1/22/20,0,0,0,,
49.0,49.0,49.0,49.0,Victoria,Australia,1/22/20,0,0,0,,
50.0,50.0,50.0,50.0,Queensland,Australia,1/22/20,0,0,0,,
51.0,51.0,51.0,51.0,,Cambodia,1/22/20,0,0,0,,
52.0,52.0,52.0,52.0,,Sri Lanka,1/22/20,0,0,0,,
53.0,53.0,53.0,53.0,,Germany,1/22/20,0,0,0,,
54.0,54.0,54.0,54.0,,Finland,1/22/20,0,0,0,,
55.0,55.0,55.0,55.0,,United Arab Emirates,1/22/20,0,0,0,,
56.0,56.0,56.0,56.0,,Philippines,1/22/20,0,0,0,,
57.0,57.0,57.0,57.0,,India,1/22/20,0,0,0,,
58.0,58.0,58.0,58.0,"London, ON",Canada,1/22/20,0,0,0,,
59.0,59.0,59.0,59.0,,Italy,1/22/20,0,0,0,,
60.0,60.0,60.0,60.0,,UK,1/22/20,0,0,0,,
61.0,61.0,61.0,61.0,,Russia,1/22/20,0,0,0,,
62.0,62.0,62.0,62.0,,Sweden,1/22/20,0,0,0,,
63.0,63.0,63.0,63.0,"Santa Clara, CA",US,1/22/20,0,0,0,,
64.0,64.0,64.0,64.0,,Spain,1/22/20,0,0,0,,
65.0,65.0,65.0,65.0,South Australia,Australia,1/22/20,0,0,0,,
66.0,66.0,66.0,66.0,"San Benito, CA",US,1/22/20,0,0,0,,
67.0,67.0,67.0,67.0,,Belgium,1/22/20,0,0,0,,
68.0,68.0,68.0,68.0,"Madison, WI",US,1/22/20,0,0,0,,
69.0,69.0,69.0,69.0,Diamond Princess cruise ship,Others,1/22/20,0,0,0,,
70.0,70.0,70.0,70.0,"San Diego County, CA",US,1/22/20,0,0,0,,
71.0,71.0,71.0,71.0,"San Antonio, TX",US,1/22/20,0,0,0,,
72.0,72.0,72.0,72.0,,Egypt,1/22/20,0,0,0,,
73.0,73.0,73.0,73.0,,Iran,1/22/20,0,0,0,,
74.0,74.0,74.0,74.0,"Omaha, NE (From Diamond Princess)",US,1/22/20,0,0,0,,
75.0,75.0,75.0,75.0,"Travis, CA (From Diamond Princess)",US,1/22/20,0,0,0,,
76.0,76.0,76.0,76.0,From Diamond Princess,Australia,1/22/20,0,0,0,,
77.0,77.0,77.0,77.0,"Lackland, TX (From Diamond Princess)",US,1/22/20,0,0,0,,
78.0,78.0,78.0,78.0,,Lebanon,1/22/20,0,0,0,,
79.0,79.0,79.0,79.0,"Humboldt County, CA",US,1/22/20,0,0,0,,
80.0,80.0,80.0,80.0,"Sacramento County, CA",US,1/22/20,0,0,0,,
81.0,81.0,81.0,81.0,,Iraq,1/22/20,0,0,0,,
82.0,82.0,82.0,82.0,Unassigned Location (From Diamond Princess),US,1/22/20,0,0,0,,
83.0,83.0,83.0,83.0,,Oman,1/22/20,0,0,0,,
84.0,84.0,84.0,84.0,,Afghanistan,1/22/20,0,0,0,,
85.0,85.0,85.0,85.0,,Bahrain,1/22/20,0,0,0,,
86.0,86.0,86.0,86.0,,Kuwait,1/22/20,0,0,0,,
87.0,87.0,87.0,87.0,,Algeria,1/22/20,0,0,0,,
88.0,88.0,88.0,88.0,,Croatia,1/22/20,0,0,0,,
89.0,89.0,89.0,89.0,,Switzerland,1/22/20,0,0,0,,
90.0,90.0,90.0,90.0,,Austria,1/22/20,0,0,0,,
91.0,91.0,91.0,91.0,,Israel,1/22/20,0,0,0,,
92.0,92.0,92.0,92.0,,Pakistan,1/22/20,0,0,0,,
93.0,93.0,93.0,93.0,,Brazil,1/22/20,0,0,0,,
94.0,94.0,94.0,94.0,,Georgia,1/22/20,0,0,0,,
95.0,95.0,95.0,95.0,,Greece,1/22/20,0,0,0,,
96.0,96.0,96.0,96.0,,North Macedonia,1/22/20,0,0,0,,
97.0,97.0,97.0,97.0,,Norway,1/22/20,0,0,0,,
98.0,98.0,98.0,98.0,,Romania,1/22/20,0,0,0,,
99.0,99.0,99.0,99.0,,Denmark,1/22/20,0,0,0,,
100.0,100.0,100.0,100.0,,Estonia,1/22/20,0,0,0,,
101.0,101.0,101.0,101.0,,Netherlands,1/22/20,0,0,0,,
102.0,102.0,102.0,102.0,,San Marino,1/22/20,0,0,0,,
103.0,103.0,103.0,103.0,,Belarus,1/22/20,0,0,0,,
104.0,104.0,104.0,104.0," Montreal, QC",Canada,1/22/20,0,0,0,,
105.0,105.0,105.0,105.0,,Iceland,1/22/20,0,0,0,,
106.0,106.0,106.0,106.0,,Lithuania,1/22/20,0,0,0,,
107.0,107.0,107.0,107.0,,Mexico,1/22/20,0,0,0,,
108.0,108.0,108.0,108.0,,New Zealand,1/22/20,0,0,0,,
109.0,109.0,109.0,109.0,,Nigeria,1/22/20,0,0,0,,
110.0,110.0,110.0,110.0,Western Australia,Australia,1/22/20,0,0,0,,
111.0,111.0,111.0,111.0,,Ireland,1/22/20,0,0,0,,
112.0,112.0,112.0,112.0,,Luxembourg,1/22/20,0,0,0,,
113.0,113.0,113.0,113.0,,Monaco,1/22/20,0,0,0,,
114.0,114.0,114.0,114.0,,Qatar,1/22/20,0,0,0,,
115.0,115.0,115.0,115.0,"Snohomish County, WA",US,1/22/20,0,0,0,,
116.0,116.0,116.0,116.0,,Ecuador,1/22/20,0,0,0,,
117.0,117.0,117.0,117.0,,Azerbaijan,1/22/20,0,0,0,,
118.0,118.0,118.0,118.0,,Czech Republic,1/22/20,0,0,0,,
119.0,119.0,119.0,119.0,,Armenia,1/22/20,0,0,0,,
120.0,120.0,120.0,120.0,,Dominican Republic,1/22/20,0,0,0,,
121.0,121.0,121.0,121.0,"Providence, RI",US,1/22/20,0,0,0,,
122.0,122.0,122.0,122.0,,Indonesia,1/22/20,0,0,0,,
123.0,123.0,123.0,123.0,,Portugal,1/22/20,0,0,0,,
124.0,124.0,124.0,124.0,,Andorra,1/22/20,0,0,0,,
125.0,125.0,125.0,125.0,Tasmania,Australia,1/22/20,0,0,0,,
126.0,126.0,126.0,126.0,,Latvia,1/22/20,0,0,0,,
127.0,127.0,127.0,127.0,,Morocco,1/22/20,0,0,0,,
128.0,128.0,128.0,128.0,,Saudi Arabia,1/22/20,0,0,0,,
129.0,129.0,129.0,129.0,,Senegal,1/22/20,0,0,0,,
130.0,130.0,130.0,130.0,"Grafton County, NH",US,1/22/20,0,0,0,,
131.0,131.0,131.0,131.0,"Hillsborough, FL",US,1/22/20,0,0,0,,
132.0,132.0,132.0,132.0,"Placer County, CA",US,1/22/20,0,0,0,,
133.0,133.0,133.0,133.0,"San Mateo, CA",US,1/22/20,0,0,0,,
134.0,134.0,134.0,134.0,"Sarasota, FL",US,1/22/20,0,0,0,,
135.0,135.0,135.0,135.0,"Sonoma County, CA",US,1/22/20,0,0,0,,
136.0,136.0,136.0,136.0,"Umatilla, OR",US,1/22/20,0,0,0,,
137.0,137.0,137.0,137.0,"Fulton County, GA",US,1/22/20,0,0,0,,
138.0,138.0,138.0,138.0,"Washington County, OR",US,1/22/20,0,0,0,,
139.0,139.0,139.0,139.0,,Argentina,1/22/20,0,0,0,,
140.0,140.0,140.0,140.0,,Chile,1/22/20,0,0,0,,
141.0,141.0,141.0,141.0,,Jordan,1/22/20,0,0,0,,
142.0,142.0,142.0,142.0," Norfolk County, MA",US,1/22/20,0,0,0,,
143.0,143.0,143.0,143.0,"Berkeley, CA",US,1/22/20,0,0,0,,
144.0,144.0,144.0,144.0,"Maricopa County, AZ",US,1/22/20,0,0,0,,
145.0,145.0,145.0,145.0,"Wake County, NC",US,1/22/20,0,0,0,,
146.0,146.0,146.0,146.0,"Westchester County, NY",US,1/22/20,0,0,0,,
147.0,147.0,147.0,147.0,,Ukraine,1/22/20,0,0,0,,
148.0,148.0,148.0,148.0,,Saint Barthelemy,1/22/20,0,0,0,,
149.0,149.0,149.0,149.0,"Orange County, CA",US,1/22/20,0,0,0,,
150.0,150.0,150.0,150.0,,Hungary,1/22/20,0,0,0,,
151.0,151.0,151.0,151.0,Northern Territory,Australia,1/22/20,0,0,0,,
152.0,152.0,152.0,152.0,,Faroe Islands,1/22/20,0,0,0,,
153.0,153.0,153.0,153.0,,Gibraltar,1/22/20,0,0,0,,
154.0,154.0,154.0,154.0,,Liechtenstein,1/22/20,0,0,0,,
155.0,155.0,155.0,155.0,,Poland,1/22/20,0,0,0,,
156.0,156.0,156.0,156.0,,Tunisia,1/22/20,0,0,0,,
157.0,157.0,157.0,157.0,"Contra Costa County, CA",US,1/22/20,0,0,0,,
158.0,158.0,158.0,158.0,,Palestine,1/22/20,0,0,0,,
159.0,159.0,159.0,159.0,,Bosnia and Herzegovina,1/22/20,0,0,0,,
160.0,160.0,160.0,160.0,,Slovenia,1/22/20,0,0,0,,
161.0,161.0,161.0,161.0,"Bergen County, NJ",US,1/22/20,0,0,0,,
162.0,162.0,162.0,162.0,"Harris County, TX",US,1/22/20,0,0,0,,
163.0,163.0,163.0,163.0,"San Francisco County, CA",US,1/22/20,0,0,0,,
164.0,164.0,164.0,164.0,,South Africa,1/22/20,0,0,0,,
165.0,165.0,165.0,165.0,"Clark County, NV",US,1/22/20,0,0,0,,
166.0,166.0,166.0,166.0,"Fort Bend County, TX",US,1/22/20,0,0,0,,
167.0,167.0,167.0,167.0,"Grant County, WA",US,1/22/20,0,0,0,,
168.0,168.0,168.0,168.0,"Santa Rosa County, FL",US,1/22/20,0,0,0,,
169.0,169.0,169.0,169.0,"Williamson County, TN",US,1/22/20,0,0,0,,
170.0,170.0,170.0,170.0,"New York County, NY",US,1/22/20,0,0,0,,
171.0,171.0,171.0,171.0,"Unassigned Location, WA",US,1/22/20,0,0,0,,
172.0,172.0,172.0,172.0,"Montgomery County, MD",US,1/22/20,0,0,0,,
173.0,173.0,173.0,173.0,"Suffolk County, MA",US,1/22/20,0,0,0,,
174.0,174.0,174.0,174.0,"Denver County, CO",US,1/22/20,0,0,0,,
175.0,175.0,175.0,175.0,"Summit County, CO",US,1/22/20,0,0,0,,
176.0,176.0,176.0,176.0,,Bhutan,1/22/20,0,0,0,,
177.0,177.0,177.0,177.0,,Cameroon,1/22/20,0,0,0,,
178.0,178.0,178.0,178.0,"Calgary, Alberta",Canada,1/22/20,0,0,0,,
179.0,179.0,179.0,179.0,,Colombia,1/22/20,0,0,0,,
180.0,180.0,180.0,180.0,,Costa Rica,1/22/20,0,0,0,,
181.0,181.0,181.0,181.0,,Peru,1/22/20,0,0,0,,
182.0,182.0,182.0,182.0,,Serbia,1/22/20,0,0,0,,
183.0,183.0,183.0,183.0,,Slovakia,1/22/20,0,0,0,,
184.0,184.0,184.0,184.0,,Togo,1/22/20,0,0,0,,
185.0,185.0,185.0,185.0,"Chatham County, NC",US,1/22/20,0,0,0,,
186.0,186.0,186.0,186.0,"Delaware County, PA",US,1/22/20,0,0,0,,
187.0,187.0,187.0,187.0,"Douglas County, NE",US,1/22/20,0,0,0,,
188.0,188.0,188.0,188.0,"Fayette County, KY",US,1/22/20,0,0,0,,
189.0,189.0,189.0,189.0,"Floyd County, GA",US,1/22/20,0,0,0,,
190.0,190.0,190.0,190.0,"Marion County, IN",US,1/22/20,0,0,0,,
191.0,191.0,191.0,191.0,"Middlesex County, MA",US,1/22/20,0,0,0,,
192.0,192.0,192.0,192.0,"Nassau County, NY",US,1/22/20,0,0,0,,
193.0,193.0,193.0,193.0,"Norwell County, MA",US,1/22/20,0,0,0,,
194.0,194.0,194.0,194.0,"Ramsey County, MN",US,1/22/20,0,0,0,,
195.0,195.0,195.0,195.0,"Washoe County, NV",US,1/22/20,0,0,0,,
196.0,196.0,196.0,196.0,"Wayne County, PA",US,1/22/20,0,0,0,,
197.0,197.0,197.0,197.0,"Yolo County, CA",US,1/22/20,0,0,0,,
198.0,198.0,198.0,198.0,,Vatican City,1/22/20,0,0,0,,
199.0,199.0,199.0,0.0,Anhui,Mainland China,1/23/20,0,9,0,,
200.0,200.0,200.0,1.0,Beijing,Mainland China,1/23/20,0,22,0,,
201.0,201.0,201.0,2.0,Chongqing,Mainland China,1/23/20,0,9,0,,
202.0,202.0,202.0,3.0,Fujian,Mainland China,1/23/20,0,5,0,,
203.0,203.0,203.0,4.0,Gansu,Mainland China,1/23/20,0,2,0,,
204.0,204.0,204.0,5.0,Guangdong,Mainland China,1/23/20,0,32,2,,
205.0,205.0,205.0,6.0,Guangxi,Mainland China,1/23/20,0,5,0,,
206.0,206.0,206.0,7.0,Guizhou,Mainland China,1/23/20,0,3,0,,
207.0,207.0,207.0,8.0,Hainan,Mainland China,1/23/20,0,5,0,,
208.0,208.0,208.0,9.0,Hebei,Mainland China,1/23/20,1,1,0,,
209.0,209.0,209.0,10.0,Heilongjiang,Mainland China,1/23/20,0,2,0,,
210.0,210.0,210.0,11.0,Henan,Mainland China,1/23/20,0,5,0,,
211.0,211.0,211.0,12.0,Hubei,Mainland China,1/23/20,17,444,28,,
212.0,212.0,212.0,13.0,Hunan,Mainland China,1/23/20,0,9,0,,
213.0,213.0,213.0,14.0,Inner Mongolia,Mainland China,1/23/20,0,0,0,,
214.0,214.0,214.0,15.0,Jiangsu,Mainland China,1/23/20,0,5,0,,
215.0,215.0,215.0,16.0,Jiangxi,Mainland China,1/23/20,0,7,0,,
216.0,216.0,216.0,17.0,Jilin,Mainland China,1/23/20,0,1,0,,
217.0,217.0,217.0,18.0,Liaoning,Mainland China,1/23/20,0,3,0,,
218.0,218.0,218.0,19.0,Ningxia,Mainland China,1/23/20,0,1,0,,
219.0,219.0,219.0,20.0,Qinghai,Mainland China,1/23/20,0,0,0,,
220.0,220.0,220.0,21.0,Shaanxi,Mainland China,1/23/20,0,3,0,,
221.0,221.0,221.0,22.0,Shandong,Mainland China,1/23/20,0,6,0,,
222.0,222.0,222.0,23.0,Shanghai,Mainland China,1/23/20,0,16,0,,
223.0,223.0,223.0,24.0,Shanxi,Mainland China,1/23/20,0,1,0,,
224.0,224.0,224.0,25.0,Sichuan,Mainland China,1/23/20,0,8,0,,
225.0,225.0,225.0,26.0,Tianjin,Mainland China,1/23/20,0,4,0,,
226.0,226.0,226.0,27.0,Tibet,Mainland China,1/23/20,0,0,0,,
227.0,227.0,227.0,28.0,Xinjiang,Mainland China,1/23/20,0,2,0,,
228.0,228.0,228.0,29.0,Yunnan,Mainland China,1/23/20,0,2,0,,
229.0,229.0,229.0,30.0,Zhejiang,Mainland China,1/23/20,0,27,0,,
230.0,230.0,230.0,31.0,,Thailand,1/23/20,0,3,0,,
231.0,231.0,231.0,32.0,,Japan,1/23/20,0,1,0,,
232.0,232.0,232.0,33.0,,South Korea,1/23/20,0,1,0,,
233.0,233.0,233.0,34.0,Taiwan,Taiwan,1/23/20,0,1,0,,
234.0,234.0,234.0,35.0,"King County, WA",US,1/23/20,0,1,0,,
235.0,235.0,235.0,36.0,"Cook County, IL",US,1/23/20,0,0,0,,
236.0,236.0,236.0,37.0,"Tempe, AZ",US,1/23/20,0,0,0,,
237.0,237.0,237.0,38.0,Macau,Macau,1/23/20,0,2,0,,
238.0,238.0,238.0,39.0,Hong Kong,Hong Kong,1/23/20,0,2,0,,
239.0,239.0,239.0,40.0,,Singapore,1/23/20,0,1,0,,
240.0,240.0,240.0,41.0,,Vietnam,1/23/20,0,2,0,,
241.0,241.0,241.0,42.0,,France,1/23/20,0,0,0,,
242.0,242.0,242.0,43.0,,Nepal,1/23/20,0,0,0,,
243.0,243.0,243.0,44.0,,Malaysia,1/23/20,0,0,0,,
244.0,244.0,244.0,45.0,"Toronto, ON",Canada,1/23/20,0,0,0,,
245.0,245.0,245.0,46.0,British Columbia,Canada,1/23/20,0,0,0,,
246.0,246.0,246.0,47.0,"Los Angeles, CA",US,1/23/20,0,0,0,,
247.0,247.0,247.0,48.0,New South Wales,Australia,1/23/20,0,0,0,,
248.0,248.0,248.0,49.0,Victoria,Australia,1/23/20,0,0,0,,
249.0,249.0,249.0,50.0,Queensland,Australia,1/23/20,0,0,0,,
250.0,250.0,250.0,51.0,,Cambodia,1/23/20,0,0,0,,
251.0,251.0,251.0,52.0,,Sri Lanka,1/23/20,0,0,0,,
252.0,252.0,252.0,53.0,,Germany,1/23/20,0,0,0,,
253.0,253.0,253.0,54.0,,Finland,1/23/20,0,0,0,,
254.0,254.0,254.0,55.0,,United Arab Emirates,1/23/20,0,0,0,,
255.0,255.0,255.0,56.0,,Philippines,1/23/20,0,0,0,,
256.0,256.0,256.0,57.0,,India,1/23/20,0,0,0,,
257.0,257.0,257.0,58.0,"London, ON",Canada,1/23/20,0,0,0,,
258.0,258.0,258.0,59.0,,Italy,1/23/20,0,0,0,,
259.0,259.0,259.0,60.0,,UK,1/23/20,0,0,0,,
260.0,260.0,260.0,61.0,,Russia,1/23/20,0,0,0,,
261.0,261.0,261.0,62.0,,Sweden,1/23/20,0,0,0,,
262.0,262.0,262.0,63.0,"Santa Clara, CA",US,1/23/20,0,0,0,,
263.0,263.0,263.0,64.0,,Spain,1/23/20,0,0,0,,
264.0,264.0,264.0,65.0,South Australia,Australia,1/23/20,0,0,0,,
265.0,265.0,265.0,66.0,"San Benito, CA",US,1/23/20,0,0,0,,
266.0,266.0,266.0,67.0,,Belgium,1/23/20,0,0,0,,
267.0,267.0,267.0,68.0,"Madison, WI",US,1/23/20,0,0,0,,
268.0,268.0,268.0,69.0,Diamond Princess cruise ship,Others,1/23/20,0,0,0,,
269.0,269.0,269.0,70.0,"San Diego County, CA",US,1/23/20,0,0,0,,
270.0,270.0,270.0,71.0,"San Antonio, TX",US,1/23/20,0,0,0,,
271.0,271.0,271.0,72.0,,Egypt,1/23/20,0,0,0,,
272.0,272.0,272.0,73.0,,Iran,1/23/20,0,0,0,,
273.0,273.0,273.0,74.0,"Omaha, NE (From Diamond Princess)",US,1/23/20,0,0,0,,
274.0,274.0,274.0,75.0,"Travis, CA (From Diamond Princess)",US,1/23/20,0,0,0,,
275.0,275.0,275.0,76.0,From Diamond Princess,Australia,1/23/20,0,0,0,,
276.0,276.0,276.0,77.0,"Lackland, TX (From Diamond Princess)",US,1/23/20,0,0,0,,
277.0,277.0,277.0,78.0,,Lebanon,1/23/20,0,0,0,,
278.0,278.0,278.0,79.0,"Humboldt County, CA",US,1/23/20,0,0,0,,
279.0,279.0,279.0,80.0,"Sacramento County, CA",US,1/23/20,0,0,0,,
280.0,280.0,280.0,81.0,,Iraq,1/23/20,0,0,0,,
281.0,281.0,281.0,82.0,Unassigned Location (From Diamond Princess),US,1/23/20,0,0,0,,
282.0,282.0,282.0,83.0,,Oman,1/23/20,0,0,0,,
283.0,283.0,283.0,84.0,,Afghanistan,1/23/20,0,0,0,,
284.0,284.0,284.0,85.0,,Bahrain,1/23/20,0,0,0,,
285.0,285.0,285.0,86.0,,Kuwait,1/23/20,0,0,0,,
286.0,286.0,286.0,87.0,,Algeria,1/23/20,0,0,0,,
287.0,287.0,287.0,88.0,,Croatia,1/23/20,0,0,0,,
288.0,288.0,288.0,89.0,,Switzerland,1/23/20,0,0,0,,
289.0,289.0,289.0,90.0,,Austria,1/23/20,0,0,0,,
290.0,290.0,290.0,91.0,,Israel,1/23/20,0,0,0,,
291.0,291.0,291.0,92.0,,Pakistan,1/23/20,0,0,0,,
292.0,292.0,292.0,93.0,,Brazil,1/23/20,0,0,0,,
293.0,293.0,293.0,94.0,,Georgia,1/23/20,0,0,0,,
294.0,294.0,294.0,95.0,,Greece,1/23/20,0,0,0,,
295.0,295.0,295.0,96.0,,North Macedonia,1/23/20,0,0,0,,
296.0,296.0,296.0,97.0,,Norway,1/23/20,0,0,0,,
297.0,297.0,297.0,98.0,,Romania,1/23/20,0,0,0,,
298.0,298.0,298.0,99.0,,Denmark,1/23/20,0,0,0,,
299.0,299.0,299.0,100.0,,Estonia,1/23/20,0,0,0,,
300.0,300.0,300.0,101.0,,Netherlands,1/23/20,0,0,0,,
301.0,301.0,301.0,102.0,,San Marino,1/23/20,0,0,0,,
302.0,302.0,302.0,103.0,,Belarus,1/23/20,0,0,0,,
303.0,303.0,303.0,104.0," Montreal, QC",Canada,1/23/20,0,0,0,,
304.0,304.0,304.0,105.0,,Iceland,1/23/20,0,0,0,,
305.0,305.0,305.0,106.0,,Lithuania,1/23/20,0,0,0,,
306.0,306.0,306.0,107.0,,Mexico,1/23/20,0,0,0,,
307.0,307.0,307.0,108.0,,New Zealand,1/23/20,0,0,0,,
308.0,308.0,308.0,109.0,,Nigeria,1/23/20,0,0,0,,
309.0,309.0,309.0,110.0,Western Australia,Australia,1/23/20,0,0,0,,
310.0,310.0,310.0,111.0,,Ireland,1/23/20,0,0,0,,
311.0,311.0,311.0,112.0,,Luxembourg,1/23/20,0,0,0,,
312.0,312.0,312.0,113.0,,Monaco,1/23/20,0,0,0,,
313.0,313.0,313.0,114.0,,Qatar,1/23/20,0,0,0,,
314.0,314.0,314.0,115.0,"Snohomish County, WA",US,1/23/20,0,0,0,,
315.0,315.0,315.0,116.0,,Ecuador,1/23/20,0,0,0,,
316.0,316.0,316.0,117.0,,Azerbaijan,1/23/20,0,0,0,,
317.0,317.0,317.0,118.0,,Czech Republic,1/23/20,0,0,0,,
318.0,318.0,318.0,119.0,,Armenia,1/23/20,0,0,0,,
319.0,319.0,319.0,120.0,,Dominican Republic,1/23/20,0,0,0,,
320.0,320.0,320.0,121.0,"Providence, RI",US,1/23/20,0,0,0,,
321.0,321.0,321.0,122.0,,Indonesia,1/23/20,0,0,0,,
322.0,322.0,322.0,123.0,,Portugal,1/23/20,0,0,0,,
323.0,323.0,323.0,124.0,,Andorra,1/23/20,0,0,0,,
324.0,324.0,324.0,125.0,Tasmania,Australia,1/23/20,0,0,0,,
325.0,325.0,325.0,126.0,,Latvia,1/23/20,0,0,0,,
326.0,326.0,326.0,127.0,,Morocco,1/23/20,0,0,0,,
327.0,327.0,327.0,128.0,,Saudi Arabia,1/23/20,0,0,0,,
328.0,328.0,328.0,129.0,,Senegal,1/23/20,0,0,0,,
329.0,329.0,329.0,130.0,"Grafton County, NH",US,1/23/20,0,0,0,,
330.0,330.0,330.0,131.0,"Hillsborough, FL",US,1/23/20,0,0,0,,
331.0,331.0,331.0,132.0,"Placer County, CA",US,1/23/20,0,0,0,,
332.0,332.0,332.0,133.0,"San Mateo, CA",US,1/23/20,0,0,0,,
333.0,333.0,333.0,134.0,"Sarasota, FL",US,1/23/20,0,0,0,,
334.0,334.0,334.0,135.0,"Sonoma County, CA",US,1/23/20,0,0,0,,
335.0,335.0,335.0,136.0,"Umatilla, OR",US,1/23/20,0,0,0,,
336.0,336.0,336.0,137.0,"Fulton County, GA",US,1/23/20,0,0,0,,
337.0,337.0,337.0,138.0,"Washington County, OR",US,1/23/20,0,0,0,,
338.0,338.0,338.0,139.0,,Argentina,1/23/20,0,0,0,,
339.0,339.0,339.0,140.0,,Chile,1/23/20,0,0,0,,
340.0,340.0,340.0,141.0,,Jordan,1/23/20,0,0,0,,
341.0,341.0,341.0,142.0," Norfolk County, MA",US,1/23/20,0,0,0,,
342.0,342.0,342.0,143.0,"Berkeley, CA",US,1/23/20,0,0,0,,
343.0,343.0,343.0,144.0,"Maricopa County, AZ",US,1/23/20,0,0,0,,
344.0,344.0,344.0,145.0,"Wake County, NC",US,1/23/20,0,0,0,,
345.0,345.0,345.0,146.0,"Westchester County, NY",US,1/23/20,0,0,0,,
346.0,346.0,346.0,147.0,,Ukraine,1/23/20,0,0,0,,
347.0,347.0,347.0,148.0,,Saint Barthelemy,1/23/20,0,0,0,,
348.0,348.0,348.0,149.0,"Orange County, CA",US,1/23/20,0,0,0,,
349.0,349.0,349.0,150.0,,Hungary,1/23/20,0,0,0,,
350.0,350.0,350.0,151.0,Northern Territory,Australia,1/23/20,0,0,0,,
351.0,351.0,351.0,152.0,,Faroe Islands,1/23/20,0,0,0,,
